SRVID;Date d'ouverture co;Date de souscription;Techno;Reseau;Code INSEE;Adresse IP;OPTIONS;Nb STB;STB1;STB2;STB3;STB4;STB5;STB6;STB7;STB8;STB9;STB10
37815729;31/05/2022 09:06;18/05/2022 17:20;FIBRE;BYT;06155;89.80.21.24;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011504312314;;;;;;;;;
34641792;30/08/2021 13:33;13/08/2021 14:24;XDSL;BYT;75118;87.89.239.46;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011614228780;;;;;;;;;
31311413;09/09/2021 20:28;08/09/2021 14:07;XDSL;FT;08111;176.155.33.136;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_FT_BLACKPILLS | IPTV_FT_CHAINE_STAR | IPTV_FT_JEUNESSEB | IPTV_FT_PACK_MUSIC | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011052510235;;;;;;;;;
37446196;29/04/2022 12:52;13/04/2022 17:22;FIBRE;BYT;95252;94.239.195.39;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;214023131410957;;;;;;;;;
31877335;13/06/2021 15:15;01/08/2019 15:36;XDSL;BYT;13071;100.65.93.170;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011614031457;;;;;;;;;
35058667;13/10/2021 13:53;16/09/2021 19:29;FIBRE;BYT;84007;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
27091816;21/11/2018 14:43;21/11/2018 07:52;FIBRE;BYT;92002;87.89.18.92;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011829108263;;;;;;;;;
22976657;12/05/2018 10:45;17/01/2013 16:08;XDSL;FT;44066;176.152.111.2;BBOX_FT | RADIO_FT | HD | IPTV_FT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222068307406966;;;;;;;;;
31732275;11/05/2022 11:03;02/08/2019 09:30;FIBRE;BYT;59350;31.37.185.107;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;214023134164429;;;;;;;;;
28806199;04/02/2020 19:41;03/02/2020 15:27;FIBRE;BYT;72181;31.33.153.15;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011903723979;;;;;;;;;
33758318;27/12/2021 13:57;01/03/2021 13:04;FIBRE;BYT;94068;176.138.152.247;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011041603224;;;;;;;;;
21726734;17/07/2017 00:15;04/08/2014 19:24;XDSL;BYT;14325;89.85.164.77;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | VOD | VOD_24;1;222060426601494;;;;;;;;;
33740441;12/03/2021 16:28;24/02/2021 11:17;FIBRE;BYT;78642;62.34.57.87;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011722442190;;;;;;;;;
22639592;05/12/2020 09:20;04/12/2020 12:37;FIBRE;BYT;92071;87.90.242.155;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011029323290;;;;;;;;;
33577744;14/01/2021 18:06;14/01/2021 14:10;XDSL;FT;50070;176.154.22.132;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011836607521;;;;;;;;;
35356381;18/10/2021 17:27;08/10/2021 13:36;FIBRE;BYT;78686;89.95.61.5;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011620617232;;;;;;;;;
23044892;26/04/2018 20:11;19/03/2013 14:10;XDSL;BYT;64445;31.37.95.163;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | PVR | SVOD | VOD | VOD_24;1;222068306602664;;;;;;;;;
28643108;;01/06/2022 13:24;XDSL;BYT;67204;;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | IPTV_BYT_GRAND_ANGLE | LIVE | PVR_40 | SVOD | VOD | VOD_24;0;;;;;;;;;;
22289879;14/11/2018 13:08;31/05/2012 08:33;XDSL;BYT;01332;87.90.116.192;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;221065107105716;;;;;;;;;
31267839;07/06/2022 16:51;21/12/2018 06:06;FIBRE;BYT;95582;128.78.99.34;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011113401200;;;;;;;;;
30582042;27/07/2021 18:25;27/07/2021 13:33;FIBRE;BYT;35245;94.238.48.139;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011105723355;;;;;;;;;
20666129;11/12/2018 16:44;15/06/2010 20:28;XDSL;BYT;89387;;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;0;;;;;;;;;;
31108839;22/04/2022 13:37;14/11/2018 21:38;XDSL;BYT;38072;89.88.132.251;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;271011645515288;;;;;;;;;
34067349;21/06/2021 18:50;07/06/2021 20:17;FIBRE;BYT;13201;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
20239221;27/04/2022 08:44;20/01/2020 11:06;FIBRE;BYT;13207;176.141.106.249;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011938200472;;;;;;;;;
38017118;;08/06/2022 18:03;XDSL;BYT;45123;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
26318640;29/02/2016 19:49;28/08/2015 08:09;XDSL;FT;85128;176.139.134.218;BBOX_FT | RADIO_FT | IPTV_FT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060504415486;;;;;;;;;
30663438;20/11/2021 17:05;19/11/2021 10:59;FIBRE;BYT;56260;31.39.14.48;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011111214886;;;;;;;;;
33508578;13/05/2022 20:06;12/05/2022 17:03;XDSL;AX;42330;89.94.32.125;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011520102749;;;;;;;;;
29862885;11/05/2022 13:14;10/01/2018 05:54;FIBRE;BYT;13208;176.144.142.112;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | LIVE | SVOD | VOD | VOD_24;1;271011723417274;;;;;;;;;
31507364;29/06/2020 10:30;29/06/2020 07:53;FIBRE;BYT;69264;176.168.1.13;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_PBCANALB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011002612610;;;;;;;;;
26253338;01/03/2022 09:52;05/08/2019 09:33;FIBRE;BYT;59508;100.67.138.180;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011846612784;;;;;;;;;
28258993;;22/12/2016 20:19;XDSL;BYT;93005;;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
21328873;;31/03/2011 00:00;XDSL;BYT;75117;;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
34717118;11/02/2022 21:13;21/08/2021 17:46;FIBRE;BYT;67180;100.66.26.135;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011103627533;;;;;;;;;
36278841;21/01/2022 12:20;15/12/2021 17:44;FIBRE;BYT;01289;89.82.11.69;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011905100317;;;;;;;;;
28080792;10/03/2022 19:18;20/10/2016 17:50;XDSL;BYT;77005;100.64.53.150;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011608605407;;;;;;;;;
33074763;20/04/2022 17:35;04/09/2020 23:30;FIBRE;BYT;94073;176.187.164.53;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011022410862;;;;;;;;;
27034847;10/05/2022 14:12;10/05/2022 09:33;FIBRE;BYT;10387;212.195.195.110;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011107423392;;;;;;;;;
37369114;14/04/2022 18:33;05/04/2022 19:15;XDSL;BYT;13201;31.37.121.222;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011720615136;;;;;;;;;
24963724;10/06/2021 13:48;09/10/2014 07:34;XDSL;BYT;75111;5.48.100.160;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;222060448503611;;;;;;;;;
32210389;18/03/2020 22:59;30/10/2019 19:15;FIBRE;BYT;42218;31.36.144.25;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011923411803;;;;;;;;;
31049629;07/09/2021 23:22;06/09/2021 17:33;FIBRE;BYT;53140;87.90.70.44;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011936202561;;;;;;;;;
32689353;13/05/2020 21:15;28/04/2020 16:08;XDSL;BYT;62550;31.39.246.60;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_BYT_SALTO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011514312254;;;;;;;;;
29170048;03/09/2017 21:04;01/09/2017 05:36;XDSL;BYT;30028;176.134.239.184;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_ARABE_MAXI | IPTV_BYT_BASIC | LIVE | SVOD | VOD | VOD_24;1;222067310410254;;;;;;;;;
24517295;09/04/2020 20:26;19/05/2018 07:30;FIBRE;BYT;95063;176.150.86.79;BBOX_FIBRE | RADIO_FIBRE | FIBRE_BASIC | HD | LIVE | PVR_40 | SVOD | USAGE_REPORT | VOD | VOD_24;1;222067315216607;;;;;;;;;
33321023;01/09/2021 12:31;13/07/2021 18:33;XDSL;BYT;94046;62.35.112.163;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011651407768;;;;;;;;;
23173967;05/11/2021 15:46;05/11/2021 13:33;FIBRE;BYT;59594;176.171.174.240;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011827414507;;;;;;;;;
32885095;01/03/2022 15:42;09/07/2020 18:10;XDSL;BYT;54314;100.66.100.52;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011734200875;;;;;;;;;
33236289;;03/10/2020 09:00;FIBRE;BYT;75117;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
31509391;05/10/2021 13:47;05/10/2021 07:34;FIBRE;BYT;17415;87.90.224.137;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011118603727;;;;;;;;;
24234606;;25/05/2022 14:00;FIBRE;BYT;21617;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
26906299;01/06/2022 11:00;11/01/2016 19:39;XDSL;BYT;30341;176.137.17.187;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;1;222066223301857;;;;;;;;;
33061923;01/05/2022 18:52;06/10/2021 13:32;FIBRE;BYT;26271;176.142.160.201;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011111513147;;;;;;;;;
31342874;03/12/2021 05:28;30/12/2020 11:30;FIBRE;BYT;95268;31.38.143.76;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011917306423;;;;;;;;;
35071414;06/11/2021 12:07;17/09/2021 15:52;FIBRE;BYT;42187;62.35.240.57;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011105332108;;;;;;;;;
37112281;05/04/2022 12:25;11/03/2022 16:52;FIBRE;BYT;69100;176.177.48.76;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011903301180;;;;;;;;;
36938387;25/03/2022 09:44;23/02/2022 18:02;FIBRE;BYT;59618;176.137.110.16;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_BBOXCINE | FIBRE_SALTO | HD | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;3;272011915608218;272011814706709;214021113556474;;;;;;;
25683140;06/10/2021 02:37;19/12/2018 07:30;FIBRE;BYT;33376;176.166.66.190;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011833305525;;;;;;;;;
33278230;31/10/2020 18:02;31/10/2020 18:01;XDSL;FT;66180;176.155.181.175;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011628401829;;;;;;;;;
32714325;25/04/2022 22:16;25/04/2022 13:42;XDSL;BYT;83137;176.150.221.243;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;272011825617150;;;;;;;;;
31253514;16/12/2021 20:46;17/03/2021 17:28;FIBRE;BYT;37261;176.169.234.244;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | MULTI | SVOD | VOD | VOD_24;1;272011850115823;;;;;;;;;
33199040;;02/10/2020 14:06;XDSL;FT;01160;;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
31460745;12/09/2021 16:19;21/08/2021 14:13;FIBRE;BYT;28104;31.32.137.164;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011047722218;;;;;;;;;
30237306;22/03/2022 16:57;10/05/2018 17:31;XDSL;FT;80685;176.156.127.5;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | MULTI | SVOD | TIME | VOD | VOD_24;2;271011625503510;271011745411651;;;;;;;;
30965014;22/03/2021 14:58;22/03/2021 11:41;FIBRE;BYT;83123;176.188.66.173;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_JEUNESSEB | HD | IPTV_NPVR_BASIC_PARC | IPTV_STO | LIVE | NPVR_TYPE | SVOD | VOD | VOD_24;1;272011020618854;;;;;;;;;
29882675;;27/03/2021 20:05;FIBRE;BYT;95430;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
37948398;;02/06/2022 11:01;FIBRE;BYT;69388;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
28259618;26/11/2019 10:46;19/11/2019 10:28;XDSL;BYT;06004;89.80.19.117;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011817527178;;;;;;;;;
20299531;04/06/2020 16:15;04/06/2020 15:40;FIBRE;BYT;38229;212.195.79.43;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_EUROSPORTB | HD | LIVE | SVOD | VOD | VOD_24;1;272011925317347;;;;;;;;;
31519543;04/08/2020 16:51;12/03/2019 09:31;FIBRE;BYT;33318;176.136.174.241;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_DISNEY | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011852702321;;;;;;;;;
29960333;21/11/2021 14:10;16/09/2021 13:28;XDSL;BYT;44109;176.129.219.206;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011602507468;;;;;;;;;
27199418;07/06/2017 16:51;31/03/2016 05:33;XDSL;BYT;64496;31.37.73.135;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011533321617;;;;;;;;;
25325704;03/11/2021 08:21;09/10/2017 07:51;FIBRE;BYT;06088;176.175.118.76;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | MULTI | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;2;271011534603799;272011047705601;;;;;;;;
25431705;25/11/2020 18:06;13/01/2015 19:37;XDSL;FT;66093;;BBOX_FT | RADIO_FT | IPTV_FT_BASIC | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
22191812;03/09/2020 17:11;03/09/2020 11:34;FIBRE;BYT;29075;31.38.180.103;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011018410421;;;;;;;;;
37391323;02/05/2022 14:06;11/04/2022 13:18;FIBRE;BYT;02738;128.78.152.223;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_JEUNESSE | FIBRE_SALTO | HD | IPTV_STO | LIVE | RISK_2 | SVOD;1;214023130239092;;;;;;;;;
31419727;;09/02/2019 07:33;FIBRE;BYT;75113;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
20708264;07/10/2020 19:03;21/09/2011 19:28;XDSL;AX;07178;89.94.227.182;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | IPTV_BYT_OCS | IPTV_SVOD_OCS | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060505622817;;;;;;;;;
21964914;08/06/2021 12:36;28/01/2016 14:46;XDSL;BYT;51454;87.88.213.98;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060621712708;;;;;;;;;
24659497;11/03/2022 12:54;17/07/2020 09:42;FIBRE;BYT;10253;89.81.98.4;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_GRAND_ANGLE | FIBRE_PACK_X | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;214021113567091;;;;;;;;;
20011676;22/04/2022 17:15;28/01/2019 11:31;FIBRE;BYT;93046;87.89.15.235;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011833419433;;;;;;;;;
36996175;11/05/2022 15:17;01/03/2022 18:32;FIBRE;BYT;68284;176.175.160.112;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;2;214021112308463;272011932100454;;;;;;;;
25669337;06/05/2021 02:32;08/07/2020 11:30;FIBRE;BYT;93066;89.84.37.174;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_PACK_3 | HD | LIVE | SVOD | VOD | VOD_24;1;272011012510275;;;;;;;;;
27406409;22/04/2021 19:54;22/04/2021 17:46;XDSL;BYT;74236;176.189.59.187;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060613611280;;;;;;;;;
34437719;15/09/2021 19:58;20/07/2021 12:25;FIBRE;BYT;92040;176.185.197.225;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;271011749503735;;;;;;;;;
29877593;01/06/2018 01:39;13/01/2018 06:31;FIBRE;BYT;75104;176.185.144.146;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | LIVE | SVOD | VOD | VOD_24;1;271011736517987;;;;;;;;;
22306689;19/03/2022 08:03;23/06/2021 07:33;FIBRE;BYT;60057;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
28246759;01/04/2020 18:39;01/04/2020 18:37;FIBRE;BYT;93063;176.151.245.103;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011907218141;;;;;;;;;
